年份,省份,二氧化碳排放量,,,,,,,,,,,,国内生产总值状况,,,,,,,,,,,,,,,,,,,,,全社会固定资产投资,人口状况,,,
,,煤炭二氧化碳排放量,焦炭二氧化碳排放量,原油二氧化碳排放量,汽油二氧化碳排放量,煤油二氧化碳排放量,柴油二氧化碳排放量,燃料油二氧化碳排放量,液化石油气二氧化碳排放量,天然气二氧化碳排放量,二氧化碳排放总量,人均二氧化碳排放量,二氧化碳排放强度,,,,,,,,,,,,,,,,,,,,,,,,,,
,,万吨,万吨,万吨,万吨,万吨,万吨,万吨,万吨,万吨,万吨,吨/人,吨CO2/万元,地区生产总值(亿元),地区生产总值－第一产业(亿元),地区生产总值－第二产业(亿元),地区生产总值－工业(亿元),地区生产总值－建筑业(亿元),地区生产总值－第三产业(亿元),地区生产总值－交通运输、仓储和邮政业(亿元),地区生产总值－批发和零售业(亿元),地区生产总值－住宿和餐饮业(亿元),地区生产总值－金融业(亿元),地区生产总值－房地产业(亿元),地区生产总值－其他服务业(亿元),第一产业占GDP比重(%)(没有单位),第二产业占GDP比重(%)(没有单位),第三产业占GDP比重(%)(没有单位),人均地区生产总值(元),地区生产总值指数（上年＝100）(没有单位),地区生产总值指数－第一产业（上年＝100）(没有单位),地区生产总值指数－第二产业（上年＝100）(没有单位),地区生产总值指数－第三产业（上年＝100）(没有单位),社会消费品零售总额(亿元),,年底人口数(万人),人口出生率(‰)(没有单位),人口死亡率(‰)(没有单位),人口自然增长率(‰)(没有单位)
2014,广东省,32371.986,1598.1994,14411.6582,3276.9224,816.4905,4883.0529,1327.8054,1818.6225,2897.3225,63402.06,5.9122,0.935,67809.85,3166.82,31419.75,29144.15,2341.18,33223.28,2740.76,7778.82,1333.81,4447.43,4486.92,12294.21,4.6701,46.3351,48.9948,63469,107.7636,103.2171,107.9317,107.9916,28471.1451,26293.9336,10724,10.8,4.7,6.1
2014,广西壮族自治区,12931.7196,2917.3117,4204.7813,715.4814,274.3199,1569.0258,98.983,319.8977,178.6454,23210.166,4.8822,1.481,15672.8933,2413.438,7324.964,6065.34,1263.8697,5934.4913,733.633,1112.9581,364.15,876.4704,593.01,2189.5175,15.3988,46.7365,37.8647,33089.609,108.5027,103.8589,110.082,108.1076,5772.8317,13843.2197,4754,14.07,6.21,7.86
2014,海南省,1937.5194,0.1146,2850.1805,234.7646,256.9167,347.6426,131.5123,94.5223,995.9298,6849.103,7.5808,1.957,3500.72,809.52,875.97,514.4,362.77,1815.23,185.15,418.09,154.66,210.63,295.56,526.82,23.1244,25.0226,51.853,38923.7,108.5,104.8,111,108.8,1224.5041,3112.232,903.48,14.56,5.95,8.61
2014,重庆市,11598.4406,917.6795,,531.9691,188.276,1319.0579,46.7649,61.3277,1778.3809,16441.897,5.4964,1.153,14262.6,1061.03,6529.06,5175.8,1353.26,6672.51,705.83,1229.88,321.64,1225.27,817.04,2357.16,7.4392,45.7775,46.7833,47850,110.9,104.4,112.7,110,5710.666,12285.4154,2991.4,10.67,7.05,3.62
2014,四川省,21016.0636,5337.9659,2616.9696,2430.3524,760.9401,2320.4173,398.5953,196.3418,3575.7653,38653.411,4.7485,1.355,28536.66,3531.05,13962.41,11851.99,2225.44,11043.2,1067.98,1586.78,751.28,1828.09,1064.74,4566.19,12.3737,48.928,38.6983,35128,108.5,103.8,108.9,109.4,12392.9847,23318.5666,8140.2,10.22,7.02,3.2
2014,贵州省,24958.8575,1074.8503,,636.6408,91.4197,1178.9748,0.3805,35.2751,229.8388,28206.238,8.0405,3.044,9266.39,1280.45,3857.44,3140.88,717.69,4128.5,828.69,624.17,322.71,491.65,220.48,1604.04,13.8182,41.6283,44.5535,26437,110.8,106.6,112.3,110.4,2936.8519,9025.7514,3508.04,12.98,7.18,5.8
2014,云南省,16505.2929,3247.0377,0.1092,871.978,234.7822,1764.2044,12.1091,136.0727,100.2284,22871.815,4.852,1.785,12814.59,1990.07,5281.82,3898.97,1389.66,5542.7,288.47,1246.53,413.41,860.98,275.97,2412.66,15.5297,41.2172,43.253,27263.6349,108.1,106.2,109.1,107.4,4632.8674,11498.5346,4713.9,12.65,6.45,6.2
2014,陕西省,34962.7514,2792.5084,6802.7968,673.3796,110.1264,1672.1133,55.5881,68.7808,1607.5552,48745.6,12.9123,2.756,17689.94,1564.94,9577.24,7993.39,1645.65,6547.76,675.66,1413.16,365.85,948.93,579.44,2432.01,8.8465,54.1395,37.014,46929,109.7,105.1,110.9,108.9,5918.7052,17191.9249,3775.12,10.13,6.26,3.87
2014,甘肃省,12778.2858,1984.5968,4438.7784,377.7437,17.0691,1161.805,22.352,21.9538,545.518,21348.103,8.24,3.123,6836.8208,900.76,2926.4508,2263.2,681.3441,3009.613,280.7282,491.6816,178.229,364.8426,234.1419,1403.4863,13.1751,42.8043,44.0207,26432.9157,108.8855,105.509,109.2345,109.4649,2668.3311,7884.131,2590.78,12.21,6.11,6.1
2014,青海省,3456.2749,725.1873,433.472,108.8545,,352.5303,0.1167,30.6145,878.8108,5985.861,10.26,2.599,2303.32,215.93,1234.31,954.27,280.43,853.08,81.7,150.64,37.3,175.21,48.96,355.78,9.3747,53.5883,37.037,39671,109.2,105.2,110,108.8,620.8264,2861.228,583.42,14.67,6.18,8.49
2014,宁夏回族自治区,16852.2093,1107.9455,1288.6894,63.7505,0.0826,382.4446,95.7218,6.7588,387.1079,20184.71,30.5117,7.334,2752.1,216.99,1341.24,973.53,368.37,1193.87,198.92,139.07,47.74,230.16,114.28,450.39,7.8845,48.7351,43.3803,41834,108.0001,105.4971,109.1764,106.8575,737.1768,3173.7908,661.54,13.1,4.53,8.57
2014,新疆维吾尔自治区,30610.6947,3075.0553,8143.7832,632.1306,68.5496,1740.5997,19.7205,142.4976,3677.4788,48110.51,20.9315,5.188,9273.46,1538.6,3948.96,3179.6,867.54,3785.9,480.44,550.67,142.85,536.94,281.56,1659.26,16.5914,42.5835,40.8251,40648,110,105.9,111.2,110.4,2436.4973,9447.7419,2298.47,16.44,4.97,11.47
2014,延边朝鲜族自治州,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,西藏自治区,,,,,,,,,,,,,920.8326,91.6413,336.8419,66.1632,270.6787,492.3451,30.795,64.11,28.97,55.5832,28.8012,281.7873,9.952,36.5801,53.4674,29252,110.7994,104.1644,114.5632,109.4703,364.5084,1069.2315,317.55,15.76,5.21,10.55
2015,北京市,2216.988,1.2601,2998.417,1355.2559,1653.3909,565.2485,15.5672,158.831,3179.8051,12144.764,5.5954,0.528,23014.59,140.21,4542.64,3710.88,961.86,18331.74,983.87,2352.34,397.59,3926.28,1438.43,9100.73,0.6092,19.7381,79.6527,106497,106.9,89.2,103.3,108.1,10338,7495.9934,2170.5,7.96,4.95,3.01
2015,天津市,8636.0318,2590.9417,4888.9613,782.6072,199.787,1210.6889,298.4709,166.3766,1385.103,20158.968,13.0314,1.219,16538.19,208.82,7704.22,6982.66,740.31,8625.15,729.09,2070.04,248.01,1603.23,618.25,3336.09,1.2627,46.5844,52.1529,107960.0883,109.3041,102.5328,109.1809,109.6136,5257.3,11831.9889,1546.95,5.84,5.61,0.23
2015,河北省,60316.5414,22640.8478,5040.4637,1187.0607,25.0265,1500.8612,164.01,279.2196,1579.7275,92733.758,12.4895,3.111,29806.11,3439.45,14386.87,12626.17,1780.49,11979.79,2359.09,2381.23,404.43,1480.92,1313.62,3881.5,11.5394,48.2682,40.1924,40255,106.8,102.6,104.7,111.2,12990.7,29448.2706,7424.92,11.35,5.79,5.56
2015,山西省,83491.6557,5966.7352,,598.3334,80.5162,1507.8977,1.934,37.7903,1405.4531,93090.316,25.4059,7.292,12766.49,783.16,5194.27,4359.6,847.22,6789.06,892.81,1077.11,350.72,1140.54,639.07,2635.32,6.1345,40.6868,53.1788,34918.71,103.1,101,98.8,110,6033.7,14074.1545,3664.12,9.98,5.56,4.42
2015,内蒙古自治区,69036.292,4389.6141,1160.2181,895.4793,99.0127,1472.808,33.6073,34.5919,847.5584,77969.182,31.0506,4.373,17831.5088,1617.4219,9000.577,7739.184,1263.163,7213.5099,1087.3244,1728.3,628.87,829.2,441.37,2471.5905,9.0706,50.4757,40.4537,71100.5442,107.6953,103.0457,108.0439,108.1115,6107.7,13702.2217,2511.04,7.72,5.32,2.4
2015,中国,760764.2838,126179.7109,163563.0192,33294.926,8090.1896,53813.4579,14780.871,12300.3182,41819.3733,1214606.15,8.7808,1.763,688858.218,57774.6413,281338.9267,234968.9099,47761.3383,349744.65,30519.5059,67719.575,12306.1112,56299.8479,42573.8151,136856.4818,8.387,40.8413,50.7716,50236.8853,107.0413,103.8985,105.9268,108.7767,300930.8,561999.8326,137462,12.07,7.11,4.96
2015,辽宁省,32399.3278,9128.8531,19474.1669,2419.9848,91.0249,3438.4841,780.7039,615.0159,1198.2722,69545.834,15.8693,2.426,28669.016,2384.03,13041.97,11270.82,1881.32,13243.016,1702.796,2968.98,620.27,1869.46,1169.67,4680.57,8.3157,45.4915,46.1928,65354.4122,103,103.8,99.7,107.2,12787.2,17917.8936,4382.4,6.17,6.59,-0.42
2015,吉林省,16424.1254,1525.9432,2904.0682,491.7287,67.8207,1064.5643,97.8416,160.9115,447.0519,23184.056,8.4204,1.649,14063.13,1596.28,7005.71,6112.05,927.06,5461.14,529.79,1117.29,328.61,565.27,436.06,2402.38,11.3508,49.8162,38.833,51086,106.3,104.8,105.2,108.4,6651.9,12705.2873,2753.32,5.87,5.53,0.34
2015,黑龙江省,23717.9737,531.769,4952.9491,1200.6791,207.9267,1747.2643,363.6246,442.0252,775.4672,33939.679,8.9041,2.25,15083.67,2633.5,4798.08,4053.77,850.09,7652.09,707.03,1689.24,479.96,847.66,597.22,3170.9,17.4593,31.8098,50.731,39461.5644,105.6593,105.1617,101.3764,110.4303,7640.2,10182.945,3811.7,6,6.6,-0.6
2015,上海市,8996.213,1806.4049,7638.9566,1367.82,1553.3759,1391.4072,1711.1823,422.8351,1675.8491,26564.044,10.9984,1.057,25123.45,109.82,7991,7162.33,855.22,17022.63,1133.17,3824.22,374.63,4162.7,1699.78,5797.41,0.4371,31.8069,67.7559,103795.536,106.94,86.393,101.2187,110.6108,10131.5,6352.6996,2415.27,7.52,5.07,2.45
2015,江苏省,51770.7926,10277.4202,11561.3568,2940.0926,257.7064,2539.9141,455.696,331.2006,3572.518,83706.697,10.4944,1.194,70116.38,3986.05,32044.45,27996.43,4055.42,34085.88,2705.44,6992.68,1189.4,5302.93,3755.45,13909.11,5.6849,45.7018,48.6133,87995,108.5332,103.2593,108.2985,109.4071,25876.8,46246.8689,7976.3,9.05,7.03,2.02
2015,浙江省,26306.8634,1224.575,8608.8442,2208.3862,344.7829,3001.7533,1034.4073,1114.5184,1739.4972,45583.628,8.2296,1.063,42886.49,1832.91,19711.67,17217.47,2558.38,21341.91,1631.88,5245.03,995.02,2922.93,2351.42,8099.05,4.2739,45.9624,49.7637,77643.6861,107.9588,101.4667,105.3412,111.3292,19784.7,27323.3247,5539,10.52,5.5,5.02
2015,安徽省,29821.9494,3335.7848,2088.3442,1337.2444,42.7638,1896.4576,42.6115,300.7076,754.0347,39619.898,6.449,1.8,22005.63,2456.69,10946.8273,9264.82,1698.92,8602.1127,791.72,1640.93,417.81,1241.87,870.07,3529.2,11.1639,49.7456,39.0905,35996.5641,108.7117,104.2447,108.3432,110.8112,8908,24385.9684,6143.6,12.92,5.94,6.98
2015,福建省,14574.5869,1791.6558,6546.5064,1362.1091,339.5893,1380.3409,554.3936,196.3728,982.4316,27727.986,7.2227,1.067,25979.82,2118.1,13064.82,10820.22,2268.86,10796.9,1547.3,2046.29,398.35,1681.33,1077.88,3945.53,8.1529,50.2883,41.5588,67965.5199,109,103.7,107.4,112.3,10505.9,21301.377,3839,13.9,6.1,7.8
2015,江西省,14572.2846,2553.7396,1681.223,831.7508,30.7365,1666.1735,55.7691,187.9267,390.115,21969.719,4.812,1.314,16723.78,1772.98,8411.57,6918,1493.77,6539.23,736.15,1186.72,391.08,897.65,548.26,2724.39,10.6016,50.2971,39.1014,36724,109.1,103.9,109.4,110.1,5925.5,17388.1278,4565.63,13.2,6.24,6.96
2015,山东省,82797.7029,10921.3681,26027.6285,1863.2097,299.1642,3694.4966,10294.6452,817.8165,1782.1457,138498.177,14.0648,2.198,63002.3325,4979.0794,29485.9021,25910.7468,3664.8649,28537.3509,2503.6457,8416.1293,1301.3591,2994.6624,2592.6672,10435.3592,7.903,46.8013,45.2957,64168.3001,107.9509,104.1543,107.3639,109.5324,27761.4,48312.437,9847.16,12.55,6.67,5.88
2015,河南省,46147.4769,4049.9842,1833.6629,1997.6663,205.8007,2673.2985,123.7446,395.6335,1886.4939,59313.762,6.2567,1.603,37002.16,4209.56,17917.37,15823.33,2152.25,14875.23,1809.39,2609.46,1030.8,1991.11,1657.04,5580.37,11.3765,48.4225,40.201,39122.61,108.3,104.4,107.7,110.9,15740.4,35660.3464,9480,12.7,7.05,5.65
2015,湖北省,20996.4467,2949.8456,3928.2062,2099.6436,242.5812,2533.4975,346.4405,475.903,871.5887,34444.153,5.8864,1.166,29550.1881,3309.84,13503.5569,11532.37,2039.8826,12736.7912,1242.34,2332.27,692.21,1853.12,1136.7183,5303.9572,11.2007,45.697,43.1022,50653.85,108.85,104.5461,108.2684,110.7037,14003.2,26563.8963,5851.5,10.74,5.83,4.91
2015,湖南省,19462.528,3279.3087,2656.463,1507.2555,157.2055,2128.3227,294.2541,289.001,574.348,30348.687,4.4742,1.05,28902.2139,3331.6211,12810.8214,10945.81,1877.7039,12759.7713,1291.03,2323.67,603.77,1104.18,751.81,6542.25,11.5272,44.3247,44.1481,42753.86,108.5,103.6082,107.2996,111.1984,12024,25045.0778,6783.03,13.58,6.86,6.72
2015,广东省,31560.6938,1555.155,14816.3904,3599.6359,835.2907,4922.0794,1279.2016,2285.6135,3142.5688,63996.629,5.8989,0.879,72812.55,3345.54,32613.54,30259.49,2441.85,36853.47,2928.9,7625.98,1447.48,5757.08,5117.95,13807.71,4.5947,44.7911,50.6142,67503,107.9956,103.3107,106.9565,109.465,31517.6,30343.0337,10849,11.12,4.32,6.8
2015,广西壮族自治区,11596.614,2864.2437,4320.6005,793.3555,171.1766,1504.4569,76.4091,283.5669,181.2021,21791.625,4.5437,1.297,16803.12,2565.45,7717.52,6359.82,1358.56,6520.15,803.1,1135.09,373.03,1018.01,657.3,2465.24,15.2677,45.9291,38.8032,35190,108.1,103.9,108.2,109.6,6348.1,16227.7817,4796,14.05,6.15,7.9
2015,海南省,2039.5422,,3375.1166,261.5915,260.2577,288.7154,101.2341,183.3,988.2769,7498.034,8.2322,2.025,3702.76,854.72,875.82,485.85,390.41,1972.22,187.8,440.75,174.14,242.82,299.69,600.78,23.0833,23.6532,53.2635,40818,107.8,105.4,106.5,109.6,1325.1,3451.2215,910.82,14.57,6,8.57
2015,重庆市,9603.2884,486.6052,,585.6814,202.3686,1522.6528,44.07,62.6629,1913.1221,14420.451,4.7804,0.918,15717.27,1150.15,7069.37,5557.52,1511.85,7497.75,761.31,1345.38,355.76,1410.18,847.72,2758.88,7.3177,44.9784,47.7039,52321,111,104.7,111.3,111.5,6424,14353.2447,3016.55,11.05,7.19,3.86
2015,四川省,16790.0717,3299.4419,2992.4294,2246.4886,591.5251,2611.3025,78.9772,232.1448,4263.1211,33105.502,4.0353,1.102,30053.1,3677.3,13248.08,11039.08,2321.38,13127.72,1219.77,1871.55,859.49,2202.23,1252.2,5542.08,12.236,44.0822,43.6817,36775,107.9,103.7,107.5,109.5,13877.7,25525.9,8204,10.3,6.94,3.36
2015,贵州省,24652.8463,889.0118,0.0605,850.6995,95.6718,1407.1852,1.3316,43.7523,288.3647,28228.924,7.998,2.688,10502.56,1640.61,4147.83,3315.58,833.44,4714.12,920.36,671.39,360.38,607.11,232.07,1849.58,15.621,39.4935,44.8854,29847.2478,110.7,106.5,111.4,111.1,3283,10945.5434,3529.5,13,7.2,5.8
2015,云南省,14758.0452,2503.9937,0.0907,1078.7866,250.2349,1848.0078,7.958,126.7232,137.2547,20711.095,4.3678,1.521,13619.17,2055.78,5416.12,3848.26,1574.77,6147.27,304.49,1334.62,437.79,981.85,282.51,2756.63,15.0948,39.7684,45.1369,28806,108.7,105.9,108.6,109.6,5103.2,13500.6165,4741.8,12.88,6.48,6.4
2015,陕西省,34959.4677,2750.69,6353.7264,713.1677,104.7227,1269.0271,43.7846,70.8607,1999.2852,48264.732,12.7247,2.678,18021.8609,1597.63,9082.13,7344.62,1780.85,7342.1009,713.02,1504.04,432.02,1082.37,695.5309,2796.19,8.865,50.3951,40.74,47626,107.8544,105.0952,106.5514,110.5147,6578.1,18582.2428,3793,10.1,6.28,3.82
2015,甘肃省,12529.3937,1689.701,4374.216,501.3934,17.798,928.3901,15.7574,28.5368,563.74,20648.926,7.9433,3.041,6790.3169,954.09,2494.7675,1778.1,730.8758,3341.4594,274.6523,508.0026,196.3661,443.1165,244.8206,1618.8588,14.0507,36.7401,49.2092,26165.2608,108.0803,105.3873,107.3755,109.7266,2907.2,8754.2269,2599.55,12.36,6.15,6.21
2015,青海省,2869.4999,713.7125,466.6939,131.6744,0.0304,355.0201,0.0951,28.3194,960.7826,5525.828,9.3908,2.286,2417.05,208.93,1207.31,893.87,313.81,1000.81,90.55,154.78,43.27,220.87,53.59,434.09,8.644,49.9497,41.4063,41252,108.2,105.1,108.4,108.6,691,3210.6323,588.43,14.72,6.17,8.55
2015,宁夏回族自治区,16988.0857,1399.1011,1442.8109,108.5962,0.0607,369.6512,161.1565,53.9684,434.0625,20957.493,31.3791,7.198,2911.77,237.76,1379.6,979.72,399.98,1294.41,200.66,136.97,51.31,256.38,97.05,538.02,8.1655,47.3801,44.4544,43805,108.0038,104.5661,108.5168,107.938,789.6,3505.4465,667.88,12.62,4.58,8.04
2015,新疆维吾尔自治区,34476.5054,2143.8869,7528.2178,687.7173,142.5358,1665.1506,5.5801,97.4101,2962.0162,49709.02,21.0656,5.331,9324.8,1559.08,3596.4,2740.71,959.03,4169.32,536.06,523.58,155.62,563.8,285.38,1961.96,16.7197,38.5681,44.7122,40036,108.8,105.9,107.3,112.2,2606,10813.0306,2359.73,15.59,4.51,11.08
2015,西藏自治区,,,,,,,,,,,,,1026.3911,98.04,376.187,69.88,306.31,552.1641,31.76,67.7,32.08,68.0545,29.33,320.5196,9.5519,36.6514,53.7967,31999,111.006,103.7248,115.6925,108.9406,408.5,1295.6783,323.97,15.75,5.1,10.65
2016,北京市,1612.7666,0.6014,2482.704,1377.5726,1804.9168,535.3045,14.7111,153.6142,3513.8492,11496.04,5.2904,0.448,25669.13,129.79,4944.44,4026.68,1025.5,20594.9,1060.97,2372.89,399.35,4270.82,1672.68,10708.04,0.5056,19.2622,80.2322,118198,106.7939,91.3248,106.3267,107.0242,11005.1,7943.8925,2173,9.32,5.2,4.12
2016,天津市,8048.7254,2541.1098,4335.2064,804.7775,249.1111,1152.3816,143.7188,145.3855,1613.5,19033.916,12.1856,1.064,17885.39,220.22,7571.35,6805.13,786.89,10093.82,725.31,2256.54,292.11,1793.57,805.92,4197.87,1.2313,42.3326,56.4361,115053,109.1,103,108.4,110,5635.8,12779.3878,1562,7.37,5.54,1.83
2016,河北省,58723.9815,23755.7641,5328.0763,1273.5745,34.8063,1561.0283,170.2559,265.9914,1752.4866,92865.965,12.4319,2.896,32070.45,3492.81,15256.93,13387.46,1885.27,13320.71,2369.27,2536.85,440.39,1731.23,1488.42,4586.74,10.8911,47.5732,41.5358,43062,106.8,103.5,104.9,109.9,14364.7,31750.0152,7470,12.42,6.36,6.06
2016,山西省,82893.2946,5435.9686,,615.8763,81.8829,1553.3408,1.9023,49.4348,1501.3582,92133.059,25.0226,7.06,13050.41,784.78,5028.99,4148.91,895.63,7236.64,930.75,1058.12,375.75,1207.35,698.53,2908.05,6.0135,38.5351,55.4514,35532,104.5,102.8,101.5,106.9,6480.5,14197.982,3682,10.29,5.52,4.77
2016,内蒙古自治区,69373.4885,4683.6221,1268.7192,1034.534,106.1805,1322.4367,10.3675,112.9051,975.5039,78887.758,31.3047,4.352,18128.1,1637.39,8553.63,7233,1322.5,7937.08,1141.97,1841.71,682.12,992.14,453.8,2796.99,9.0323,47.1844,43.7833,72064,107.2,103,106.9,108.3,6700.8,15080.0136,2520,9.03,5.69,3.34
2016,中国,739808.4286,130199.7674,169422.3216,34751.9542,9022.61,52197.5322,14682.5855,15572.8885,44988.7869,1210646.875,8.6952,1.622,746395.0595,60139.1961,295427.8034,245406.4358,51498.9309,390828.06,33028.6941,73724.4527,13607.7992,59963.9769,49969.3954,156744.3457,8.0573,39.5806,52.3621,54138.9721,106.8488,103.2778,106.0315,108.0961,332316.3,606465.66,138271,12.95,7.09,5.86
2016,辽宁省,32238.778,8571.8245,21340.368,2388.3256,118.4204,3126.8303,967.2244,594.5526,1096.0889,70442.413,16.0901,3.166,22246.9,2173.06,8606.54,6818.32,1880.85,11467.3,1245.27,2822.87,457,1829.22,1037.33,3859.49,9.7679,38.6865,51.5456,50791,97.5,95.4,92.3,102.5,13414.1,6692.2461,4378,6.6,6.78,-0.18
2016,吉林省,15886.1941,1367.8559,3179.101,513.5768,61.9893,1079.7533,120.6375,152.0927,497.927,22859.128,8.3641,1.547,14776.8,1498.52,7004.95,6070.07,960.87,6273.33,558.38,1203.14,368.76,659.55,476.58,2930.19,10.141,47.4051,42.4539,53868,106.9,103.9,106.2,108.8,7310.4,13923.1955,2733,5.55,5.6,-0.05
2016,黑龙江省,24243.0428,527.5017,5629.5994,977.2779,238.6024,1099.3131,299.2001,386.5663,823.528,34224.632,9.0089,2.224,15386.09,2670.46,4400.69,3647.136,874.23,8314.94,758.01,1795.83,522.56,900.84,616.9,3538.934,17.3563,28.6017,54.0419,40432,106.1,105.3,102.6,108.5,8402.5,10648.3499,3799,6.12,6.61,-0.49
2016,上海市,8801.1672,1709.6051,7482.0715,1408.1775,1779.2525,1383.3787,1860.9567,335.579,1711.137,26471.325,10.9386,0.939,28178.65,109.47,8406.28,7555.34,879.81,19662.9,1237.32,4119.59,388.98,4765.83,2125.62,6992.69,0.3885,29.8321,69.7794,116562,106.9,93.4,101.2,109.6,10946.6,6755.8846,2420,9,5,4
2016,江苏省,53367.177,10997.9774,12374.329,3008.6828,275.1096,2545.8967,480.6478,336.1068,3739.4318,87125.359,10.892,1.126,77388.28,4077.18,34619.5,30455.1541,4173.6621,38691.6,2837.1564,7470.2694,1291.32,6011.1267,4292.7868,16533.2791,5.2685,44.7348,49.9967,96887,107.8,100.7,106.6,109.8,28707.1,49663.2102,7999,9.76,7.03,2.73
2016,浙江省,26539.7919,943.5691,8066.0664,2333.9396,386.9393,2733.7446,1208.8799,1129.6097,1900.5657,45243.106,8.0936,0.958,47251.36,1965.18,21194.61,18655.12,2610.72,24091.57,1774.37,5754.19,1119,3050.61,2607,9680.12,4.159,44.855,50.986,84916,107.551,102.7268,105.6809,109.7332,21970.8,30276.072,5590,11.22,5.52,5.7
2016,安徽省,29884.1297,3335.4125,1630.571,1493.2563,48.5345,1930.2145,67.2463,315.7367,848.2078,39553.309,6.3837,1.621,24407.62,2567.72,11821.58,10076.94,1763.532,10018.32,826.895,1775.87,458.016,1447.02,1124.065,4242.0894,10.5201,48.434,41.0459,39561,108.6928,102.6874,108.1139,111.1404,10000.2,27033.3777,6196,13.02,5.96,7.06
2016,福建省,12988.7816,1743.1127,6318.2851,1449.0036,377.281,1331.4571,565.0782,194.4166,1051.059,26018.475,6.7162,0.903,28810.58,2363.22,14093.47,11698.36,2421.34,12353.89,1689.82,2204.6,421.51,1866.17,1269.67,4794.3,8.2026,48.9177,42.8797,74707,108.4,103.6,106.8,111.4,11674.5,23237.3508,3874,14.5,6.2,8.3
2016,江西省,14333.4006,2405.1605,2194.668,918.5282,37.9043,1694.6917,47.716,194.0129,433.846,22259.928,4.8475,1.203,18499,1904.53,8829.54,7219.11,1610.91,7764.93,796.47,1264.66,425.34,1056.3,745.89,3417.97,10.2953,47.7298,41.9749,40400,109,104.2,108.5,111.1,6634.6,19694.2104,4592,13.45,6.16,7.29
2016,山东省,80218.5931,10649.0112,30855.1421,1915.9848,349.9766,3713.1264,14302.7596,1365.6359,2134.8079,145505.038,14.628,2.139,68024.49,4929.13,31343.67,27588.7044,3806.3147,31751.69,2725.4055,9044.9469,1440.1637,3364.5622,2773.2911,12109.9715,7.2461,46.077,46.6769,68733,107.6,103.9,106.6,109.3,30645.8,53322.9388,9947,17.89,7.05,10.84
2016,河南省,45022.3153,3843.2679,2072.4379,2050.9393,224.7528,2876.9864,122.5715,456.4644,1956.6366,58626.372,6.1505,1.449,40471.79,4286.21,19275.82,17042.72,2292.04,16909.76,1938.06,2987.25,1110.87,2256.61,1890.01,6514.27,10.5906,47.6278,41.7816,42575,108.1444,104.2209,107.2726,110.3134,17618.4,40415.0896,9532,13.26,7.11,6.15
2016,湖北省,20434.5604,3136.8583,3748.5806,2176.5806,294.5173,2683.9618,373.58,510.9296,898.4335,34258.002,5.8212,1.049,32665.38,3659.33,14654.38,12536.3889,2192.9731,14351.67,1297.4808,2485.05,748.61,2318.8741,1291.3536,6013.8495,11.2025,44.8621,43.9354,55665,108.1,103.9,107.8,109.5,15649.2,30011.6538,5885,12.04,6.97,5.07
2016,湖南省,20489.3391,2750.776,2544.9984,1686.2283,168.352,2210.0954,298.1855,307.7253,581.4921,31037.192,4.5496,0.984,31551.37,3578.37,13341.17,11337.28,2016.59,14631.83,1356.56,2487.8,666.12,1272.71,879.62,7808.79,11.3414,42.284,46.3746,46382,108,103.3,106.5,110.6,13436.5,28353.3256,6822,13.57,7.01,6.56
2016,广东省,30700.6163,2241.1163,15254.4168,4400.196,887.3787,5195.5438,1448.538,2354.2384,3632.4857,66114.53,6.011,0.818,80854.91,3694.37,35109.66,32650.89,2551.82,42050.88,3209.72,8382.48,1569.37,6127.05,6229.5,16352.25,4.5691,43.423,52.0078,74016,107.5036,103.1194,106.0661,109.2052,34739.1,33303.6406,10999,11.85,4.41,7.44
2016,广西壮族自治区,12184.6244,2923.9273,4053.4603,981.2024,189.8554,1669.0253,33.4171,287.2931,332.7451,22655.55,4.6828,1.237,18317.64,2796.8,8273.66,6816.64,1458.41,7247.18,855.67,1215.06,398.17,1136.85,749.04,2814.33,15.2683,45.1677,39.5639,38027,107.3,103.4,107.4,108.6,7027.3,18236.7817,4838,13.82,5.95,7.87
2016,海南省,1931.8303,,3382.8278,284.3475,321.2143,257.5934,42.2311,173.798,884.3617,7278.204,7.937,1.796,4053.2,948.35,905.95,482.5,424.5,2198.9,199.89,467.8,191.96,281.9,349.95,677.07,23.3976,22.3515,54.251,44347,107.5,104,104.7,110.2,1453.7,3890.4453,917,14.57,6,8.57
2016,重庆市,9236.4098,1100.6254,,641.5317,245.9221,1593.9792,44.1017,65.8923,1933.6887,14862.151,4.876,0.838,17740.59,1303.24,7898.92,6183.8,1715.12,8538.43,848.22,1470.85,391.19,1642.59,926.19,3237.97,7.3461,44.5246,48.1293,58502,110.7,104.6,111.3,111,7271.4,16048.0951,3048,11.77,7.24,4.53
2016,四川省,16112.0446,3234.4314,2729.9765,2344.7758,637.812,2674.0115,220.6985,211.5573,4388.0358,32553.343,3.9401,0.988,32934.54,3929.33,13448.92,11058.79,2472.96,15556.29,1472.57,2138.45,941.28,2729.45,1516.61,6599.01,11.9307,40.8353,47.234,40003,107.8,103.8,107.6,109.2,15601.9,28811.9544,8262,10.48,6.99,3.49
