年份,省份,二氧化碳排放量,,,,,,,,,,,,国内生产总值状况,,,,,,,,,,,,,,,,,,,,,全社会固定资产投资,人口状况,,,
,,煤炭二氧化碳排放量,焦炭二氧化碳排放量,原油二氧化碳排放量,汽油二氧化碳排放量,煤油二氧化碳排放量,柴油二氧化碳排放量,燃料油二氧化碳排放量,液化石油气二氧化碳排放量,天然气二氧化碳排放量,二氧化碳排放总量,人均二氧化碳排放量,二氧化碳排放强度,,,,,,,,,,,,,,,,,,,,,,,,,,
,,万吨,万吨,万吨,万吨,万吨,万吨,万吨,万吨,万吨,万吨,吨/人,吨CO2/万元,地区生产总值(亿元),地区生产总值－第一产业(亿元),地区生产总值－第二产业(亿元),地区生产总值－工业(亿元),地区生产总值－建筑业(亿元),地区生产总值－第三产业(亿元),地区生产总值－交通运输、仓储和邮政业(亿元),地区生产总值－批发和零售业(亿元),地区生产总值－住宿和餐饮业(亿元),地区生产总值－金融业(亿元),地区生产总值－房地产业(亿元),地区生产总值－其他服务业(亿元),第一产业占GDP比重(%)(没有单位),第二产业占GDP比重(%)(没有单位),第三产业占GDP比重(%)(没有单位),人均地区生产总值(元),地区生产总值指数（上年＝100）(没有单位),地区生产总值指数－第一产业（上年＝100）(没有单位),地区生产总值指数－第二产业（上年＝100）(没有单位),地区生产总值指数－第三产业（上年＝100）(没有单位),社会消费品零售总额(亿元),,年底人口数(万人),人口出生率(‰)(没有单位),人口死亡率(‰)(没有单位),人口自然增长率(‰)(没有单位)
1996,安徽省,10070.9911,1325.9284,915.4555,166.9359,9.7798,381.5234,149.5208,,,13020.135,2.145,5.566,2339.25,665.44,1097.37,1002.2,95.17,576.44,104.46,205.17,,98.42,61.25,186.11,31.9324,35.4498,32.6179,3524,114.4,107.8,114.3,114.5,727.1,609.79,6070,16,6.5,9.5
1996,福建省,3491.4545,229.3125,756.1512,233.7688,20.1063,543.5189,108.4628,,,5382.775,1.6507,2.083,2583.83,560.47,1089.57,919.68,169.89,956.88,245.68,257.03,,105.58,83.47,239.08,21.6315,41.326,37.0426,7646,115.4,108.8,114.3,114.6,832.5,779.76,3261,13.22,5.94,7.28
1996,江西省,5148.7062,546.2316,699.935,105.6675,9.2938,209.1125,86.7766,,,6805.723,1.6579,4.486,1517.26,440,588.82,483.35,105.47,488.44,101.64,108.31,,86.32,37.23,154.94,31.2114,34.141,34.6475,3452,113.4,108.5,113.3,113.2,490.4,317.32,4105,17.53,7.02,10.51
1996,山东省,19015.5838,1165.6646,4311.1958,568.6071,91.7842,974.5771,1022.1375,,248.314,27397.864,3.1355,4.597,5960.42,1200.17,2810.72,2500.07,310.65,1949.53,364.71,574.97,,263.6,182.05,516.88,20.3979,47.3179,32.2842,6746,112.2,106.6,113.8,112.5,1691.7,1528.5,8738,10.6,6.76,3.84
1996,河南省,15611.6535,1024.818,1203.7334,424.8665,48.7774,438.6217,101.0121,,193.975,19047.458,2.0767,5.203,3661.18,959.87,1718.98,1525.96,193.02,1004.56,216.12,245.56,,140.82,102.91,317.72,25.797,46.1558,28.0472,3978,113.9,111.3,116,112.4,1118.9,1039.41,9172,14.28,6.44,7.84
1996,湖北省,10776.8928,1514.2298,1700.4254,477.876,48.2611,680.3131,502.2389,,15.3708,15715.608,2.698,5.291,2970.2,716.34,1344.36,1218.47,125.89,909.5,138.41,303.27,,65.37,62.23,283.28,28.6562,36.9506,34.3932,4311,113.2,104.5,115.5,111.3,1145.7,935.22,5825,16.08,6.93,9.15
1996,湖南省,11045.1735,836.8029,1049.3582,316.7096,26.7577,325.014,168.1316,,,13767.948,2.1419,5.201,2647.16,793.98,1008.43,871.11,137.32,844.75,168.88,244.45,,74.32,64.06,272.12,31.2575,36.221,32.5216,3963,112.6,106.2,116.3,112.9,947.4,684.14,6428,12.81,7.2,5.61
1996,广东省,9663.8133,400.1727,3892.4323,772.3275,170.4173,1858.3301,2314.3699,,19.7006,19091.564,2.7426,2.929,6519.14,941.73,3269.35,2788.82,480.53,2308.06,497.68,798.55,,264.86,283.92,738.98,13.6832,48.391,37.9258,9139,110.7,104.9,112.6,111.5,2577.9,2363.18,6961,18.05,6.09,11.96
1996,广西壮族自治区,4461.8315,469.25,148.932,145.0292,16.2794,215.4051,36.8095,,,5493.537,1.1971,3.236,1697.9,580.47,710.13,626.08,84.05,579.02,111.95,200.72,,12.58,28.08,225.69,31.3046,34.5939,34.1021,3706,110.3,107.2,109.3,108.2,611.3,476.42,4589,16.83,6.82,10.01
1996,海南省,283.5023,4.6109,0.0302,71.3138,39.9392,140.5139,16.8988,,51.5246,608.334,0.8288,1.562,389.53,143.54,81.32,46.83,34.49,164.67,27.64,55.23,,8.35,11.28,62.24,36.222,20.9197,42.8582,5346,104.8,105.4,102.2,105.5,121.6,181.01,734,20.08,5.88,14.2
1996,四川省,17556.2129,2187.3895,101.2435,376.7773,81.4577,329.4777,37.3485,,1576.2637,22246.171,1.9463,7.452,2985.15,1175,1773.41,1447.48,325.93,1266.59,164.45,305.82,,82.13,95.63,282.21,26.8145,40.256,32.9295,3550,110.1,107.3,109.2,115.4,1514.8,1113.17,11430,16.68,7.35,9.33
1996,贵州省,9193.8464,535.492,,125.4655,22.4145,100.4025,17.3109,,97.204,10092.136,2.8389,14.141,713.7,260.56,257.82,225,32.82,201.45,24.22,58.32,,36.51,8.86,83.08,35.1959,35.2734,29.5307,2048,108.9,103.8,112.6,109.2,233.5,193.55,3555,22.05,7.69,14.36
1996,云南省,5791.8188,1095.5563,,203.6618,35.5352,154.339,7.9897,,125.9972,7414.898,1.8345,4.971,1491.62,364.27,672.82,595.26,77.56,454.53,66.87,161.27,,83.59,25.82,149.5,23.7519,44.0841,32.164,3779,110.4,105.2,111.5,115.1,414.2,456.27,4042,20.87,7.94,12.93
1996,陕西省,7797.2646,796.5079,596.363,266.336,57.6157,246.8061,95.2101,,3.2474,9859.351,2.7828,8.388,1175.38,262.74,475.01,395.18,79.83,437.63,93.1,111.91,,28.04,22.56,188.92,20.6096,42.2975,37.0929,3446,110.2,109.6,112.8,108.9,432.1,343.71,3543,14.99,6.51,8.48
1996,甘肃省,4983.1713,395.1036,2141.2944,171.1532,9.8709,237.2587,228.4979,,12.9894,8179.339,3.3155,11.453,714.18,187.81,314.96,276.66,38.3,211.41,28.4,78.86,,29.04,12.55,68.31,26.0366,43.1794,30.7839,2946,111.5,109.9,110.4,115.1,259.5,206.95,2467,18.43,6.64,11.79
1996,青海省,938.0311,36.9443,181.8331,55.2939,0.5467,38.8095,34.8438,,26.6283,1312.931,2.6904,7.152,183.57,39.46,71.52,53.86,17.66,72.59,10.56,17.28,,17.29,2.55,25.37,21.9417,38.0084,40.0445,3799,108.6,103.7,110.1,109.8,62.5,77.67,488,21.89,7.2,14.69
1996,宁夏回族自治区,2113.8997,58.8531,207.3254,28.5548,0.0911,31.8039,84.6841,,2.3814,2527.594,4.8514,13.054,193.62,43.24,79.74,67.64,12.1,70.64,11.69,18.77,,20.76,2.82,22.28,21.3307,39.6944,38.9798,3926,118.1,118.1,109.3,107.9,65.7,72.1,521,19.03,5.25,13.78
1996,新疆维吾尔自治区,5272.3817,229.2838,2530.332,305.4634,56.7349,394.2016,384.2329,,304.3849,9477.015,5.611,10.39,912.15,249.31,336.89,239.46,97.43,325.95,66.75,87.25,,54.31,9,113.62,27.6725,34.8196,37.5079,5102,106.4,103.5,107.8,108,295.4,388.67,1689,19.45,6.6,12.85
1996,重庆市,,,,,,,,,,,,,1179.09,287.56,474.31,412.37,61.94,425.6,84.51,128.14,,55.49,25.22,132.24,24.2162,39.9429,35.8409,4130,111.2,104.8,111.8,114.6,,,,,,
1996,西藏自治区,,,,,,,,,,,,,64.76,27.15,11.39,4.38,7.01,26.22,3.54,7.92,,0.06,0.39,14.5,41.859,17.4207,40.7202,2688,113.2,104.2,90.8,134.9,26.5,29.43,244,24.7,8.5,16.2
1997,北京市,4910.8687,1375.1875,2101.045,212.6236,269.187,163.3285,633.9415,,39.1847,9705.367,7.8269,5.362,1810.09,84.85,738.56,588.36,150.2,986.68,135.79,299.74,,268.14,41.24,420.94,4.7,40.8,54.5,16735,109.6,101,108.1,113.2,,989.71,1240,7.91,6.02,1.89
1997,天津市,4421.8748,387.7434,1737.8626,280.423,18.6788,352.6952,309.7261,,63.2151,7572.219,7.9457,6.13,1235.28,74.55,643.88,580.21,63.67,521.97,113.63,137.25,,68.4,34.25,168.6,6,51.9,42.1,13796,112.1,107.7,111.7,113.4,,500.67,953,9.98,6.95,3.03
1997,河北省,21894.3689,3102.8638,1802.425,395.5795,10.5998,517.5116,165.9757,,139.6361,28028.96,4.2956,7.089,3953.78,761.76,1934.38,1701.42,232.96,1257.64,276.61,355.8,,202.98,68.31,353.94,19.3,48.9,31.8,6079,112.5,105.4,114.9,112.5,,1425.98,6525,13.11,6.82,6.29
1997,山西省,27920.2198,3760.2148,,265.6038,19.1344,244.1093,43.7212,,19.9171,32272.92,10.2747,21.804,1480.13,191.84,789.45,703.02,86.43,498.84,111.31,137.69,,115.81,12.38,168.94,13,53.3,33.7,4736,110.5,95,114.6,113.5,,376.74,3141,16.18,6.06,10.12
1997,内蒙古自治区,11035.66,935.4357,342.5285,207.9084,1.2149,154.339,54.4692,,,12731.556,5.4736,11.577,1099.77,322.52,445.5,374.34,71.16,326.5,98.05,126.82,,27.4,10.75,123.98,29.5,40.7,29.8,4691,109.7,102,114.5,114.3,,278.65,2326,15.21,6.96,8.25
1997,中国,264947.1696,31132.3171,52518.3826,9500.8551,2070.4896,16362.3036,11708.0224,3135.3825,4230.2146,395605.137,3.2,4.963,79715.0445,14265.2278,37545.0255,33022.5611,4628.2642,27904.7912,4149.0899,6328.3883,1561.3375,4179.23,2914.5311,8490.8677,17.8953,47.099,35.0057,6480.5028,109.2368,103.4366,110.478,110.4313,31252.9,24941.1165,123626,16.57,6.51,10.06
1997,辽宁省,17190.8945,2497.779,9236.0822,231.7773,41.7311,472.5025,1364.9954,,449.2168,31484.979,7.6087,8.789,3582.46,485.38,1743.87,1567.56,176.31,1260.81,224.03,490.2,,124.21,74.78,430.42,13.9,50,36.1,8525,108.9,101.3,110.5,109.2,,986.62,4138,11.78,6.38,5.4
1997,吉林省,9456.419,552.0167,1993.9046,271.4026,8.5953,233.9109,200.5975,,63.8646,12780.711,4.8633,8.833,1446.91,368.16,575.43,495.1,80.33,503.32,110.3,129.92,,55.53,23.82,186.79,25.4,39.8,34.8,5504,109.2,99.6,109.1,116.7,,361.17,2628,12.22,5.42,6.8
1997,黑龙江省,12698.6198,306.4373,4292.2958,451.8105,18.6484,787.4422,495.7077,,506.5866,19557.548,5.214,7.221,2708.46,484.81,1449.25,1304.86,144.39,774.4,143.16,231.1,,109.2,45.56,245.3,17.9,53.5,28.6,7243,110,106.5,110.1,112.7,,669.86,3751,12.02,5.17,6.85
1997,上海市,8006.5616,1872.4465,3079.944,283.8496,141.7765,614.5663,1197.9417,,,15197.086,10.4304,4.523,3360.21,75.8,1754.39,1580.15,174.24,1530.02,227.88,404.18,,424.39,147.51,354.06,2.3,52.2,45.5,25750,112.7,104.2,110.6,117.9,,1981.48,1457,5.5,6.8,-1.3
1997,江苏省,16155.8257,986.8713,3347.2958,500.222,51.2072,752.0735,471.1997,,2.5979,22267.293,3.1152,3.333,6680.34,1008.41,3411.86,3016.44,395.42,2260.07,369.54,764.88,,318.08,234.28,568.96,15.1,51.1,33.8,9344,112,105,112.6,114.1,,2174.97,7148,11.43,6.84,4.59
1997,浙江省,8986.4521,320.2127,2093.6362,428.6445,30.615,1035.7052,351.3231,,,13246.589,2.9868,2.856,4638.24,637.48,2509.56,2254.9,254.66,1491.2,288.93,602.12,,163.76,67.51,372.42,13.7,54.1,32.2,10515,111.1,104.5,112.8,110.5,,1608.56,4435,11.41,6.48,4.93
1997,安徽省,9652.3971,1382.3473,909.9216,168.166,5.6492,373.3709,168.2267,,,12660.079,2.0663,4.742,2669.95,732.37,1260.9,1149.04,111.86,676.68,126.66,242.04,,75.66,65.13,225.91,27.4,47.2,25.4,4390,112.7,109.2,114.7,112.1,,677.85,6127,15.8,6.5,9.3
1997,福建省,3249.8116,231.4031,861.8702,235.9068,15.6112,542.341,100.0293,,,5236.973,1.5957,1.745,3000.36,576.63,1293.5,1092.15,201.35,1130.23,298.72,306.22,,109.07,81.42,287.46,19.2,43.1,37.7,9258,114.5,108,116.4,114.5,,880.88,3282,12.41,6.09,6.32
1997,江西省,4836.6634,514.7574,754.3973,120.3696,7.7449,194.0475,121.1131,,,6549.093,1.5781,3.818,1715.18,475.18,658.25,548.39,109.86,581.75,115.41,124.66,,97.4,53.11,191.17,27.7,38.4,33.9,4155,111.5,106.8,113,114,,329.45,4150,17.43,6.56,10.87
1997,山东省,18766.3301,1157.1874,4622.3957,649.1464,112.9231,1082.1092,926.5786,,163.017,27479.688,3.128,4.132,6650.02,1195,3185.05,2830.05,355,2269.97,424.36,664.92,,298.45,239.37,588.28,18,47.9,34.1,7590,111.2,100.5,113,114.5,,1742.53,8785,11.28,6.65,4.63
1997,河南省,15174.0325,881.8807,1354.2077,352.6741,55.1859,425.9435,123.0471,,205.6655,18572.637,2.0094,4.553,4079.26,1008.55,1920.05,1681.25,238.8,1150.66,268.26,300.23,,145.12,118.11,341,24.7,47.1,28.2,4430,110.4,107.6,111,111.8,,1209.5,9243,13.97,6.3,7.67
1997,湖北省,11233.5408,1596.0228,1799.0078,503.6778,50.8427,719.3396,535.5292,,14.2883,16452.249,2.8013,4.768,3450.24,767.92,1606.98,1453.31,153.67,1075.34,167.68,352.62,,69.68,64.43,346.09,22.2,46.6,31.2,5899,113,106.9,115.8,113.5,,1023.5,5873,14.81,6.69,8.12
1997,湖南省,8948.3981,893.68,1086.2208,302.2418,25.7555,326.192,173.5532,,,11756.041,1.8184,3.928,2993,855.75,1166.97,1019.12,147.85,970.28,195.38,268.06,,82.66,65.75,326.88,28.6,39,32.4,4643,110.8,106.1,113.5,111.6,,667.39,6465,12.59,6.99,5.6
1997,广东省,9610.5377,457.6512,4199.5195,770.0724,196.6587,1696.1796,2290.0204,,46.9783,19267.618,2.7326,2.634,7315.51,986.82,3647.82,3158.74,489.08,2680.87,629.34,944.61,,302.87,303.36,859.42,13.5,49.9,36.6,10428,110.6,104.8,112.6,110.7,,2291.05,7051,16.9,5.4,11.5
1997,广西壮族自治区,4075.5834,480.992,153.8309,130.4443,10.1442,227.1223,28.5662,,,5106.683,1.1022,2.81,1817.25,631.62,759.54,669.96,89.58,624.04,120.06,223.52,,17.42,31.31,231.73,31.3,37.7,31,4356,108.1,111.3,108.6,107.3,,479.8,4633,15.93,6.4,9.53
1997,海南省,262.5726,3.3794,0.0302,79.7192,44.1609,128.9207,19.0864,,110.6264,648.496,0.8728,1.582,409.86,151.28,82.68,49.3,33.38,175.9,31.7,58.93,,8.58,7.17,66.13,36.9,20.2,42.9,5698,106.7,107.6,105.4,106.9,,161.48,743,19.18,5.62,13.56
1997,重庆市,5203.8845,344.8708,,96.1199,23.6294,118.5364,,,557.4618,6344.503,2.0856,4.699,1350.1,304.51,563.4,477.13,86.27,482.19,72.43,154.85,,61.84,26.86,157.07,22.6,41.7,35.7,4452,111,103.4,112.4,114.2,,375.57,3042,13.6,7.36,6.24
1997,四川省,11537.9728,1648.289,102.6346,292.9579,87.3195,247.705,30.31,,1128.7789,15075.968,1.7884,4.541,3320.11,919.28,1385.38,1175.27,210.11,1015.45,135.78,334.42,,93.19,70.13,335.05,27.7,41.7,30.6,4029,110.2,105.3,113.7,112.8,,926.34,8430,15.75,7,8.75
1997,贵州省,9848.3752,693.7798,,127.1642,23.4776,104.8352,20.8619,,107.812,10926.306,3.03,13.779,792.98,271.83,293.47,250.6,42.87,227.68,20.72,68.81,,44.22,10.36,95.52,34.3,37,28.7,2215,109,104.2,112.3,109.3,,222.3,3606,22.15,7.67,14.48
1997,云南省,6269.3965,1128.5771,127.1592,213.4437,45.2543,158.3378,5.5801,,122.7498,8070.499,1.9713,4.908,1644.23,391.48,750.01,651.72,98.29,502.74,76.02,169.34,,99.98,24.86,171.74,23.8,45.6,30.6,4042,109.4,104.7,110.8,112.3,,538.6,4094,20.82,7.91,12.91
1997,陕西省,6830.693,838.0917,880.6493,278.9587,57.4031,290.9472,99.5854,,13.4224,9289.751,2.6022,7.146,1300.03,271.52,555.86,456.94,98.92,498.66,106.78,130.64,,32.45,14.07,232.51,20.5,41.9,37.6,3707,109.2,100.3,114.2,114.8,,393.16,3570,13.91,6.29,7.62
1997,甘肃省,4517.0098,435.5992,2376.229,185.1231,12.0273,240.0795,237.1534,,13.8554,8017.077,3.2145,10.261,781.34,189.79,343.4,287.1,56.3,248.15,34.87,89.54,,35.78,13.71,80.65,24.3,43.9,31.8,3137,108.5,98,110.4,114.5,,242.08,2494,17.22,6.2,11.02
1997,青海省,1046.485,37.5457,156.2803,61.0341,0.4252,31.8349,28.7247,,47.6278,1409.958,2.8427,6.978,202.05,40.65,78.8,57.69,21.11,82.6,12.14,19.04,,18.92,2.49,29.89,20.1,39,40.9,4066,109,103.5,110.4,110.3,,88.44,496,21.8,6.95,14.85
1997,宁夏回族自治区,2079.6511,84.0841,253.2298,29.697,0.0304,35.3067,94.798,,0.6495,2577.447,4.8631,12.22,210.92,44.82,87.65,73.18,14.47,78.45,14.33,20.87,,21.96,2.91,25.59,21.2,41.6,37.2,4025,107.6,103.3,108.1,112.2,,85.84,530,18.9,5.43,13.47
1997,新疆维吾尔自治区,4926.0903,213.5037,2853.779,285.1675,55.8541,387.661,345.3943,,418.6917,9486.142,5.5216,9.033,1050.14,279.73,413.29,303.49,109.8,357.12,75.67,94.23,,48.9,7.37,133.73,26.6,39.4,34,5904,111,110.8,113.2,109.7,,446.99,1718,19.66,6.55,13.11
1997,西藏自治区,,,,,,,,,,,,,76.98,29.18,16.95,8.13,8.82,30.85,4.09,9.32,,0.19,0.19,16.79,37.9,22,40.1,3194,111.3,104,112.7,116.7,,34.5,248,23.9,7.9,16
1998,北京市,5095.4306,1381.8318,1948.968,243.6386,277.3267,201.022,492.6957,,80.9673,9721.881,7.8025,4.834,2011.31,86.56,786.85,610.66,176.19,1137.9,154.45,331.84,,307.38,277.64,528.02,4.3,39.1,56.6,19118,109.8,101.5,109.6,110.1,1167.2,1124.62,1246,6,5.3,0.7
1998,天津市,4423.7775,382.1015,1616.6909,239.4505,18.5269,421.4178,322.7569,,63.6481,7488.37,7.8248,5.604,1336.38,74.03,660,587.83,72.17,602.35,133.16,170.47,,63.48,114.88,196.42,5.5,49.4,45.1,14243,109.3,106.7,107.4,113,587.1,571.05,957,9.89,6.49,3.4
1998,河北省,21721.2232,3108.7348,2009.7504,391.3622,11.7236,530.4688,132.8122,,143.3164,28049.392,4.27,6.591,4256.01,790.6,2084.33,1822.05,262.28,1381.08,313.4,386.96,,204.22,204.22,399.39,18.6,49,32.5,6501,110.7,106.2,112.2,110.6,1332.6,1591.76,6569,13.01,6.18,6.83
1998,山西省,29075.1587,3569.3645,,265.8381,19.0432,244.1712,40.3922,,22.515,33236.483,10.4781,22.365,1486.08,207.26,856.13,745.47,110.66,537.72,123.8,152.49,,113.32,96.84,187.35,12.9,53.5,33.6,5104,109,110.5,110.2,110.2,547.1,454.93,3172,16.09,6.17,9.92
1998,内蒙古自治区,10050.0614,809.5673,347.9112,179.0314,2.126,130.1606,54.6594,,,11573.517,4.9354,9.707,1192.29,341.62,479.53,399.42,80.11,371.14,106.05,144.96,,30.75,22.75,140.07,28.7,40.2,31.1,5406,109.6,106.2,110,114.7,399.5,316.76,2345,14.4,6.17,8.23
1998,中国,246384.7709,32785.4203,52488.5054,9684.7189,2145.5085,16458.9864,12138.5446,3682.7051,4386.0874,380155.248,3.0471,4.462,85195.5071,14618.7267,39017.5284,34133.8595,4993.0197,31559.252,4661.4724,6914.2634,1786.9403,4318.2154,3427.6887,10143.6952,17.159,45.7976,37.0433,6859.9006,107.846,103.433,108.9031,108.4022,33378.1,28406.1756,124761,15.64,6.5,9.14
1998,辽宁省,16519.2414,2552.4795,9019.5638,218.686,61.5033,453.6557,1118.2671,,408.9496,30352.346,7.3015,7.819,3881.73,531.46,1855.22,1664.05,191.17,1495.05,271.96,533.2,,123.78,123.78,483.52,13.7,47.8,38.5,9415,108.3,113,107.6,107.9,1568.7,1057.7,4157,11.39,6.81,4.58
1998,吉林省,7957.0914,495.1397,2030.1019,265.9845,9.0509,309.0191,250.9768,,69.7098,11387.074,4.3068,7.31,1557.78,429.5,597.29,504.12,93.17,530.99,109.37,130.8,,64.44,62.26,199.44,27.6,38.3,34.1,5983,109,113.3,107.6,108.1,680.5,431.78,2644,11.81,5.76,6.05
1998,黑龙江省,11345.8001,275.1922,4289.7254,474.2444,17.312,811.7756,518.345,,504.4217,18236.816,4.8335,6.516,2798.89,463.05,1506.76,1332,174.76,863.03,160.06,246.6,,115.3,115.32,288,16.3,53.2,30.5,7375,108.3,100,110,111.5,949.7,770.05,3773,11.68,5.32,6.36
1998,上海市,7966.6049,1942.8411,3028.0824,310.6472,169.5972,675.1054,1161.9248,,,15254.803,10.4199,4.136,3688.2,78.5,1847.2,1646.7,200.5,1762.5,244.42,442.61,,465.45,512.21,471.33,2.1,50.1,47.8,24513,110.1,102.2,108.2,114.8,1471.1,1966.38,1464,5.2,7,-1.8
1998,江苏省,16308.0417,1059.2707,3406.5965,550.127,50.6301,822.6869,586.6376,,3.6803,22787.671,3.1729,3.165,7199.95,1016.27,3640.1,3157.69,482.41,2543.58,435.77,817.85,,322.33,381.81,683.6,14.1,50.6,35.3,10049,111,102.1,112,112.9,2238,2450.37,7182,10.97,6.84,4.13
1998,浙江省,8853.2631,312.1078,2089.3421,469.2656,32.498,1145.3761,345.965,,,13247.818,2.973,2.656,4987.5,631.31,2709.08,2445.43,263.65,1647.11,321.75,645.71,,179.83,172.19,421.71,12.7,54.3,33,11394,110.1,103.2,110.8,111.7,1909.2,1801.74,4456,11.15,6.33,4.82
1998,安徽省,10242.2341,1473.8489,864.8338,188.1397,9.3242,403.253,158.7786,,,13340.412,2.1572,4.755,2805.45,739.7,1253.53,1112.97,140.56,812.22,152.29,264.84,,73.83,85.1,269.23,26.4,44.7,29,4235,108.5,102.6,109.3,110.8,924.8,722.61,6184,15.74,6.54,9.2
1998,福建省,3405.833,267.9751,843.9379,256.0855,20.5011,571.4171,143.0213,,,5508.771,1.6698,1.676,3286.56,610.04,1444.73,1208.75,235.98,1275.41,347.25,341.19,,114.01,172.48,327.49,18.3,43.4,38.3,9603,111.4,105,113.9,110.8,1132.5,1053.01,3299,11.53,6.2,5.33
1998,江西省,4581.7016,564.2169,760.7174,135.2767,7.1982,262.0571,116.0086,,,6427.177,1.5336,3.47,1851.98,450.44,740.33,609.26,131.07,661.21,145.4,143.54,,100.5,100.5,211.21,24.3,40,35.7,4124,108.2,96.2,113.1,112.5,605.1,400.6,4191,16.85,7.05,9.8
1998,山东省,18878.5894,877.3271,4381.7458,581.4348,158.7848,925.4763,821.001,,142.0174,26766.377,3.0286,3.737,7162.2,1215.81,3457.03,3052.44,404.59,2489.36,442.2,735.63,,304.22,429.88,679.92,17,48.3,34.8,7968,110.8,105.6,112,111.2,2127.2,1935.58,8838,11.58,6.12,5.46
1998,河南省,15341.4701,1158.1325,1471.6598,399.8554,52.7562,455.7946,156.0203,,200.6862,19236.375,2.0651,4.416,4356.6,1071.39,2012.74,1742.18,270.56,1272.47,299.63,335.85,,155.78,139.76,382.86,24.6,46.2,29.2,4643,108.7,107,109.2,109.4,1496.2,1289.7,9315,14.17,6.37,7.8
1998,湖北省,11246.8597,1577.0925,1513.0584,461.7681,60.1062,654.4298,453.3181,,17.7522,15984.385,2.706,4.315,3704.21,748.22,1752.91,1579.26,173.65,1203.08,195.56,376.94,,74.14,180.14,399.55,20.2,47.3,32.5,5287,110.3,100.2,113.1,111.5,1481.4,1156.76,5907,12.58,6.7,5.88
1998,湖南省,9104.4195,920.4002,1079.5075,312.4923,24.2065,335.7703,162.9954,,,11939.792,1.8363,3.829,3118.09,828.31,1294.17,1117.61,176.56,1088.92,216.49,289.06,,85.44,125.62,389.5,25.8,40.3,33.9,4667,109.1,100.9,112.6,111.5,1125.3,796.89,6502,12.31,7.1,5.21
1998,广东省,9679.0349,464.6105,4165.3181,826.8306,199.5137,2003.9277,2644.3872,,47.6278,20031.251,2.8043,2.53,7919.12,1004.92,3991.97,3463.12,528.85,2922.23,688.83,1073.36,,306.39,268.2,963.72,12.7,50.4,36.9,10819,110.2,103.9,112.2,110.4,3248.6,2644.13,7143,16.51,5.61,10.9
1998,广西壮族自治区,4007.0862,476.868,173.9102,174.0819,10.9035,317.1405,32.9415,,,5192.932,1.1108,2.729,1903.04,574.25,678.19,569.9,108.29,650.6,125.04,247.04,,13.02,31.22,247.51,30.2,35.6,34.2,4346,109.1,105.8,114.1,109.8,734,562.32,4675,15.87,6.86,9.01
1998,海南省,321.5563,1.9188,3.3264,84.0244,49.1419,134.6553,19.9742,,120.8014,735.399,0.9766,1.676,438.92,164,90.63,55.7,34.93,184.29,35.03,61.9,,8.78,30.14,67.31,37.4,20.6,42,5912,108.3,108.3,109,108.3,147.8,173.37,753,18.48,5.56,12.92
1998,重庆市,5420.7923,543.9119,,174.4041,25.0873,178.3625,0.2853,,519.3595,6862.203,2.2425,4.801,1429.26,298.67,585.38,480.88,104.5,545.21,78.93,166.95,,66.75,73.84,184.68,20.9,41,38.1,5016,108.4,102.4,107.1,113.9,553.7,492.97,3060,13.19,7.68,5.51
1998,四川省,11225.93,1550.2291,112.8254,352.4398,101.6855,423.9906,36.8729,,1230.5292,15034.503,1.7702,4.199,3580.26,941.24,1527.07,1272.41,254.66,1111.95,196.27,364.51,,108.45,144.45,381.88,26.3,42.7,31.1,4294,109.1,104.1,112,112.2,1298.6,1145.33,8493,14.62,7.14,7.48
1998,贵州省,10506.7094,627.7955,,130.9715,26.1807,117.2344,19.3401,,120.3684,11548.6,3.1571,13.718,841.88,264.89,326.03,273.16,52.87,250.96,25.04,76.37,,40.08,36.45,112.2,31.5,38.7,29.8,2364,108.5,101.5,111.9,110.5,289.9,278.41,3658,22.02,7.76,14.26
1998,云南省,6016.3374,1162.3997,148.176,225.3049,50.9642,162.7395,10.6846,,105.8636,7882.47,1.9021,4.394,1793.9,408.43,828.37,699.46,128.91,557.1,88.9,183.14,,102.5,89.84,202.82,22.8,46.2,31.1,4446,108,103,109.5,110.3,500.2,660.43,4144,20.01,7.91,12.1
1998,陕西省,6676.5743,668.3483,1034.8128,271.5784,78.5116,268.8457,180.1478,,41.5661,9220.385,2.5641,6.674,1381.53,283.49,567.66,445.35,122.31,530.38,115.42,138.05,,37.55,53.14,251.38,20.5,41.1,38.4,4070,109.1,107.9,112.4,110.7,518.8,517.57,3596,13.56,6.43,7.13
1998,甘肃省,4517.0098,414.034,2431.1448,205.9462,12.1184,216.1491,218.8279,,46.3289,8061.559,3.2003,9.269,869.75,202.21,382,311.8,70.2,285.54,39.32,98.34,,41.82,50.55,96.73,23.2,43.9,32.8,3541,109.2,105.1,109.4,113.1,303.7,301.45,2519,16.45,6.41,10.04
1998,青海省,1023.6526,37.2307,167.7715,51.8966,0.3948,33.9428,27.837,,58.0193,1400.745,2.7848,6.362,220.16,41.63,88.42,63.44,24.98,90.11,13.67,20.49,,19.23,18.57,33.51,18.9,40.2,40.9,4426,109,103.5,111.2,109,70.6,108.78,503,21.26,6.78,14.48
1998,宁夏回族自治区,2068.2349,34.2522,264.8722,30.2828,0.1822,39.5225,89.9788,,2.3814,2529.707,4.7021,11.122,227.46,48.69,94.01,76.07,17.94,84.76,16.11,22.72,,21.18,16.52,30.37,21.4,41.3,37.3,4607,108.5,109.8,107.7,110.6,77.1,106.75,538,18.19,5.11,13.08
